School,YrLevel,Domain,ACARA ID,School Name,Family Name,Given Name,Student PSI,Test Level,Test Domain,Parallel Path,Participation,Date,Start Time
21215,5,Numeracy,21215,Isovalerate Combined College,Connelly,Beatrice,R100000082E,5,Numeracy,A1:D1:C0,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Horton,Rex,R100000216R,7,Numeracy,A2:B0:C0:F0,P,,
21220,7,Writing,21220,Unturpentined Secondary College,Horton,Rex,R100000216R,7,Writing,,P,,
21220,7,Spelling,21220,Unturpentined Secondary College,Horton,Rex,R100000216R,7,Spelling,SA0:SB0:PB1,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Horton,Rex,R100000216R,7,Reading,A2:D1:E1,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Horton,Rex,R100000216R,7,Grammar and Punctuation,E0,P,,
21218,7,Numeracy,21218,Redistrainer Secondary College,Allen,Claude,R100000169A,7,Numeracy,NC1:D0:C0:E1,P,,
21218,7,Writing,21218,Redistrainer Secondary College,Allen,Claude,R100000169A,7,Writing,,P,,
21218,7,Spelling,21218,Redistrainer Secondary College,Allen,Claude,R100000169A,7,Spelling,,X,,
21218,7,Reading,21218,Redistrainer Secondary College,Allen,Claude,R100000169A,7,Reading,,W,,
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Allen,Claude,R100000169A,7,Grammar and Punctuation,G0,P,,
21218,9,Spelling,21218,Redistrainer Secondary College,Lloyd,Judi,R100000151M,9,Spelling,,X,,
21218,9,Writing,21218,Redistrainer Secondary College,Lloyd,Judi,R100000151M,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Lloyd,Judi,R100000151M,9,Grammar and Punctuation,C0,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Lloyd,Judi,R100000151M,9,Reading,A2:B1:C0,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Lloyd,Judi,R100000151M,9,Numeracy,CA0:D0:C0:F0,S,,
21218,9,Spelling,21218,Redistrainer Secondary College,Hadley,Manuel,R100000174A,9,Spelling,SA0:SB1:PB0,P,,
21218,9,Writing,21218,Redistrainer Secondary College,Hadley,Manuel,R100000174A,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Hadley,Manuel,R100000174A,9,Grammar and Punctuation,C0,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Hadley,Manuel,R100000174A,9,Reading,A3:D0:C0,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Hadley,Manuel,R100000174A,9,Numeracy,A1:B1:E1:F0,P,,
21212,5,Spelling,21212,Anticapital Primary College,Buck,Wilton,R100000015E,5,Spelling,SA1:SD0:PB0,P,,
21212,5,Writing,21212,Anticapital Primary College,Buck,Wilton,R100000015E,5,Writing,,P,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Buck,Wilton,R100000015E,5,Grammar and Punctuation,G0,P,,
21212,5,Reading,21212,Anticapital Primary College,Buck,Wilton,R100000015E,5,Reading,,X,,
21212,5,Numeracy,21212,Anticapital Primary College,Buck,Wilton,R100000015E,5,Numeracy,A0:B1:E0,P,,
21221,5,Spelling,21221,Wishram Combined College,Taylor,Sheree,R100000243D,5,Spelling,SA0:SD1:PB0,P,,
21221,5,Writing,21221,Wishram Combined College,Taylor,Sheree,R100000243D,5,Writing,,S,,
21221,5,GrammarAndPunctuation,21221,Wishram Combined College,Taylor,Sheree,R100000243D,5,Grammar and Punctuation,C1,P,,
21221,5,Reading,21221,Wishram Combined College,Taylor,Sheree,R100000243D,5,Reading,A2:B1:C0,P,,
21221,5,Numeracy,21221,Wishram Combined College,Taylor,Sheree,R100000243D,5,Numeracy,A3:D0:E0,P,,
21219,9,Spelling,21219,Trotcozy Secondary College,Webb,Alvin,R100000183S,9,Spelling,SA1:SD0:PB0,P,,
21219,9,Writing,21219,Trotcozy Secondary College,Webb,Alvin,R100000183S,9,Writing,,P,,
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Webb,Alvin,R100000183S,9,Grammar and Punctuation,F1,P,,
21219,9,Reading,21219,Trotcozy Secondary College,Webb,Alvin,R100000183S,9,Reading,A3:D0:F0,P,,
21219,9,Numeracy,21219,Trotcozy Secondary College,Webb,Alvin,R100000183S,9,Numeracy,CA0:B1:E0:F0,P,,
21215,7,Numeracy,21215,Isovalerate Combined College,Abbott,Normand,R100000078D,7,Numeracy,CA1:D0:C0:E0,P,,
21215,7,Writing,21215,Isovalerate Combined College,Abbott,Normand,R100000078D,7,Writing,,S,,
21215,7,Spelling,21215,Isovalerate Combined College,Abbott,Normand,R100000078D,7,Spelling,SA0:SB0:PB1,P,,
21215,7,Reading,21215,Isovalerate Combined College,Abbott,Normand,R100000078D,7,Reading,A0:B1:F0,P,,
21215,7,GrammarAndPunctuation,21215,Isovalerate Combined College,Abbott,Normand,R100000078D,7,Grammar and Punctuation,F1,P,,
21221,9,Spelling,21221,Wishram Combined College,Robertson,Jeanine,R100000229P,9,Spelling,SA0:SB0:PB1,P,,
21221,9,Writing,21221,Wishram Combined College,Robertson,Jeanine,R100000229P,9,Writing,,P,,
21221,9,GrammarAndPunctuation,21221,Wishram Combined College,Robertson,Jeanine,R100000229P,9,Grammar and Punctuation,E0,P,,
21221,9,Reading,21221,Wishram Combined College,Robertson,Jeanine,R100000229P,9,Reading,A3:B0:E0,P,,
21221,9,Numeracy,21221,Wishram Combined College,Robertson,Jeanine,R100000229P,9,Numeracy,A0:B1:E1:F0,P,,
21212,5,Spelling,21212,Anticapital Primary College,Beiler,Leroy,R100000001E,5,Spelling,SA0:SB1:PD1,P,,
21212,5,Writing,21212,Anticapital Primary College,Beiler,Leroy,R100000001E,5,Writing,,P,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Beiler,Leroy,R100000001E,5,Grammar and Punctuation,C1,P,,
21212,5,Reading,21212,Anticapital Primary College,Beiler,Leroy,R100000001E,5,Reading,A1:B0:C0,P,,
21212,5,Numeracy,21212,Anticapital Primary College,Beiler,Leroy,R100000001E,5,Numeracy,A2:B0:E1,P,,
21215,7,Numeracy,21215,Isovalerate Combined College,Keeton,Daniel,R100000076K,7,Numeracy,NC0:D1:E0:F0,P,,
21215,7,Writing,21215,Isovalerate Combined College,Keeton,Daniel,R100000076K,7,Writing,,P,,
21215,7,Spelling,21215,Isovalerate Combined College,Keeton,Daniel,R100000076K,7,Spelling,,X,,
21215,7,Reading,21215,Isovalerate Combined College,Keeton,Daniel,R100000076K,7,Reading,A2:D0:E1,P,,
21215,7,GrammarAndPunctuation,21215,Isovalerate Combined College,Keeton,Daniel,R100000076K,7,Grammar and Punctuation,E0,P,,
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Spradley,Fannie,R100000136R,3,Grammar and Punctuation,C0,P,,
21217,3,Reading,21217,Phyllostoma Combined College,Spradley,Fannie,R100000136R,3,Reading,A2:B1:C0,P,,
21217,3,Numeracy,21217,Phyllostoma Combined College,Spradley,Fannie,R100000136R,3,Numeracy,,A,,
21217,3,Spelling,21217,Phyllostoma Combined College,Spradley,Fannie,R100000136R,3,Spelling,SA1:SB0:PB1,P,,
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Pharris,Tiesha,R100000016D,3,Grammar and Punctuation,F0,P,,
21212,3,Reading,21212,Anticapital Primary College,Pharris,Tiesha,R100000016D,3,Reading,A1:D1:F0,P,,
21212,3,Numeracy,21212,Anticapital Primary College,Pharris,Tiesha,R100000016D,3,Numeracy,NC0:D1:F0,P,,
21212,3,Spelling,21212,Anticapital Primary College,Pharris,Tiesha,R100000016D,3,Spelling,SA0:SB1:PD1,P,,
21218,9,Spelling,21218,Redistrainer Secondary College,Motley,Juanita,R100000162E,9,Spelling,SA1:SD0:PD1,P,,
21218,9,Writing,21218,Redistrainer Secondary College,Motley,Juanita,R100000162E,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Motley,Juanita,R100000162E,9,Grammar and Punctuation,B0,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Motley,Juanita,R100000162E,9,Reading,A1:C0:B0,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Motley,Juanita,R100000162E,9,Numeracy,A0:B1:C0:F0,R,,
21221,5,Spelling,21221,Wishram Combined College,Pursley,Gerda,R100000245M,5,Spelling,SA0:SD1:PD1,P,,
21221,5,Writing,21221,Wishram Combined College,Pursley,Gerda,R100000245M,5,Writing,,P,,
21221,5,GrammarAndPunctuation,21221,Wishram Combined College,Pursley,Gerda,R100000245M,5,Grammar and Punctuation,,C,,
21221,5,Reading,21221,Wishram Combined College,Pursley,Gerda,R100000245M,5,Reading,A0:D0:C0,P,,
21221,5,Numeracy,21221,Wishram Combined College,Pursley,Gerda,R100000245M,5,Numeracy,,C,,
21215,9,Spelling,21215,Isovalerate Combined College,Wood,Tracey,R100000077E,9,Spelling,SA0:SB0:PB0,P,,
21215,9,Writing,21215,Isovalerate Combined College,Wood,Tracey,R100000077E,9,Writing,,P,,
21215,9,GrammarAndPunctuation,21215,Isovalerate Combined College,Wood,Tracey,R100000077E,9,Grammar and Punctuation,C0,P,,
21215,9,Reading,21215,Isovalerate Combined College,Wood,Tracey,R100000077E,9,Reading,A1:B1:C0,P,,
21215,9,Numeracy,21215,Isovalerate Combined College,Wood,Tracey,R100000077E,9,Numeracy,,X,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Dison,Emmett,R100000066M,3,Grammar and Punctuation,F1,P,,
21214,3,Reading,21214,Iliac Primary College,Dison,Emmett,R100000066M,3,Reading,A1:B1:F0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Dison,Emmett,R100000066M,3,Numeracy,CA1:D1:C0,P,,
21214,3,Spelling,21214,Iliac Primary College,Dison,Emmett,R100000066M,3,Spelling,SA0:SB0:PB0,P,,
21219,7,Numeracy,21219,Trotcozy Secondary College,Hendricks,Valentina,R100000191H,7,Numeracy,CA1:D1:C0:E0,P,,
21219,7,Writing,21219,Trotcozy Secondary College,Hendricks,Valentina,R100000191H,7,Writing,,P,,
21219,7,Spelling,21219,Trotcozy Secondary College,Hendricks,Valentina,R100000191H,7,Spelling,SA1:SB1:PD1,P,,
21219,7,Reading,21219,Trotcozy Secondary College,Hendricks,Valentina,R100000191H,7,Reading,A3:D0:E1,P,,
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Hendricks,Valentina,R100000191H,7,Grammar and Punctuation,E0,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Pierce,Santa,R100000202R,7,Numeracy,CA0:B0:E1:F0,P,,
21220,7,Writing,21220,Unturpentined Secondary College,Pierce,Santa,R100000202R,7,Writing,,A,,
21220,7,Spelling,21220,Unturpentined Secondary College,Pierce,Santa,R100000202R,7,Spelling,SA0:SB0:PD0,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Pierce,Santa,R100000202R,7,Reading,A0:B0:F0,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Pierce,Santa,R100000202R,7,Grammar and Punctuation,F1,P,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Palm,Dora,R100000068H,3,Grammar and Punctuation,E1,P,,
21214,3,Reading,21214,Iliac Primary College,Palm,Dora,R100000068H,3,Reading,A0:B1:E0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Palm,Dora,R100000068H,3,Numeracy,NC0:D0:E1,P,,
21214,3,Spelling,21214,Iliac Primary College,Palm,Dora,R100000068H,3,Spelling,SA0:SB1:PB0,R,,
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Kent,Juli,R100000013A,3,Grammar and Punctuation,C1,P,,
21212,3,Reading,21212,Anticapital Primary College,Kent,Juli,R100000013A,3,Reading,A3:B1:C0,P,,
21212,3,Numeracy,21212,Anticapital Primary College,Kent,Juli,R100000013A,3,Numeracy,A0:D0:F0,P,,
21212,3,Spelling,21212,Anticapital Primary College,Kent,Juli,R100000013A,3,Spelling,SA0:SD1:PB0,P,,
21214,5,Spelling,21214,Iliac Primary College,Allred,Orville,R100000058E,5,Spelling,SA0:SD0:PB0,P,,
21214,5,Writing,21214,Iliac Primary College,Allred,Orville,R100000058E,5,Writing,,P,,
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Allred,Orville,R100000058E,5,Grammar and Punctuation,,W,,
21214,5,Reading,21214,Iliac Primary College,Allred,Orville,R100000058E,5,Reading,A0:B1:C0,P,,
21214,5,Numeracy,21214,Iliac Primary College,Allred,Orville,R100000058E,5,Numeracy,CA1:D0:E0,P,,
21219,9,Spelling,21219,Trotcozy Secondary College,Echols,Bobby,R100000194M,9,Spelling,SA1:SB1:PB0,P,,
21219,9,Writing,21219,Trotcozy Secondary College,Echols,Bobby,R100000194M,9,Writing,,P,,
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Echols,Bobby,R100000194M,9,Grammar and Punctuation,E0,P,,
21219,9,Reading,21219,Trotcozy Secondary College,Echols,Bobby,R100000194M,9,Reading,A3:B1:E1,P,,
21219,9,Numeracy,21219,Trotcozy Secondary College,Echols,Bobby,R100000194M,9,Numeracy,NC1:B0:C0:F0,P,,
21215,5,Spelling,21215,Isovalerate Combined College,Luis,Elda,R100000075R,5,Spelling,,C,,
21215,5,Writing,21215,Isovalerate Combined College,Luis,Elda,R100000075R,5,Writing,,P,,
21215,5,GrammarAndPunctuation,21215,Isovalerate Combined College,Luis,Elda,R100000075R,5,Grammar and Punctuation,F0,P,,
21215,5,Reading,21215,Isovalerate Combined College,Luis,Elda,R100000075R,5,Reading,A1:B0:F0,P,,
21215,5,Numeracy,21215,Isovalerate Combined College,Luis,Elda,R100000075R,5,Numeracy,CA0:D0:C0,P,,
21216,3,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Hopper,Travis,R100000116S,3,Grammar and Punctuation,E1,P,,
21216,3,Reading,21216,Ophthalmoplegia Combined College,Hopper,Travis,R100000116S,3,Reading,A0:B0:E1,P,,
21216,3,Numeracy,21216,Ophthalmoplegia Combined College,Hopper,Travis,R100000116S,3,Numeracy,,A,,
21216,3,Spelling,21216,Ophthalmoplegia Combined College,Hopper,Travis,R100000116S,3,Spelling,SA0:SD0:PB0,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Floyd,Jeffery,R100000040D,3,Grammar and Punctuation,F1,R,,
21213,3,Reading,21213,Hippocentaur Primary College,Floyd,Jeffery,R100000040D,3,Reading,A1:B0:F0,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Floyd,Jeffery,R100000040D,3,Numeracy,A1:D0:C0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Floyd,Jeffery,R100000040D,3,Spelling,SA0:SD0:PB0,P,,
21220,9,Spelling,21220,Unturpentined Secondary College,Garcia,Beulah,R100000205P,9,Spelling,SA0:SB0:PB1,P,,
21220,9,Writing,21220,Unturpentined Secondary College,Garcia,Beulah,R100000205P,9,Writing,,P,,
21220,9,GrammarAndPunctuation,21220,Unturpentined Secondary College,Garcia,Beulah,R100000205P,9,Grammar and Punctuation,C0,P,,
21220,9,Reading,21220,Unturpentined Secondary College,Garcia,Beulah,R100000205P,9,Reading,A2:D0:C0,S,,
21220,9,Numeracy,21220,Unturpentined Secondary College,Garcia,Beulah,R100000205P,9,Numeracy,CA1:D0:C0:F0,P,,
21212,5,Spelling,21212,Anticapital Primary College,Finch,Genaro,R100000009M,5,Spelling,,A,,
21212,5,Writing,21212,Anticapital Primary College,Finch,Genaro,R100000009M,5,Writing,,P,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Finch,Genaro,R100000009M,5,Grammar and Punctuation,E0,P,,
21212,5,Reading,21212,Anticapital Primary College,Finch,Genaro,R100000009M,5,Reading,A3:B0:E0,P,,
21212,5,Numeracy,21212,Anticapital Primary College,Finch,Genaro,R100000009M,5,Numeracy,NC1:D1:C0,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Maurer,Phyllis,R100000224D,7,Numeracy,NC1:D0:E1:F0,P,,
21220,7,Writing,21220,Unturpentined Secondary College,Maurer,Phyllis,R100000224D,7,Writing,,P,,
21220,7,Spelling,21220,Unturpentined Secondary College,Maurer,Phyllis,R100000224D,7,Spelling,SA1:SB1:PB0,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Maurer,Phyllis,R100000224D,7,Reading,,C,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Maurer,Phyllis,R100000224D,7,Grammar and Punctuation,G0,P,,
21218,9,Spelling,21218,Redistrainer Secondary College,Lane,Ruben,R100000172H,9,Spelling,,W,,
21218,9,Writing,21218,Redistrainer Secondary College,Lane,Ruben,R100000172H,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Lane,Ruben,R100000172H,9,Grammar and Punctuation,B0,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Lane,Ruben,R100000172H,9,Reading,A3:C0:B0,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Lane,Ruben,R100000172H,9,Numeracy,A3:B1:C0:F0,P,,
21215,9,Spelling,21215,Isovalerate Combined College,Lieberman,Armando,R100000092H,9,Spelling,SA1:SB0:PD0,P,,
21215,9,Writing,21215,Isovalerate Combined College,Lieberman,Armando,R100000092H,9,Writing,,P,,
21215,9,GrammarAndPunctuation,21215,Isovalerate Combined College,Lieberman,Armando,R100000092H,9,Grammar and Punctuation,F1,P,,
21215,9,Reading,21215,Isovalerate Combined College,Lieberman,Armando,R100000092H,9,Reading,A3:D1:F0,P,,
21215,9,Numeracy,21215,Isovalerate Combined College,Lieberman,Armando,R100000092H,9,Numeracy,CA1:B1:C0:E0,P,,
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Robertson,Seth,R100000123K,7,Numeracy,NC1:D0:C0:E0,P,,
21216,7,Writing,21216,Ophthalmoplegia Combined College,Robertson,Seth,R100000123K,7,Writing,,A,,
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Robertson,Seth,R100000123K,7,Spelling,SA0:SB1:PB1,P,,
21216,7,Reading,21216,Ophthalmoplegia Combined College,Robertson,Seth,R100000123K,7,Reading,A2:C0:B0,P,,
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Robertson,Seth,R100000123K,7,Grammar and Punctuation,B0,S,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Dixon,Maribel,R100000027A,3,Grammar and Punctuation,E1,S,,
21213,3,Reading,21213,Hippocentaur Primary College,Dixon,Maribel,R100000027A,3,Reading,A2:B0:E1,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Dixon,Maribel,R100000027A,3,Numeracy,CA1:D1:E0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Dixon,Maribel,R100000027A,3,Spelling,SA1:SD0:PB0,P,,
21219,7,Numeracy,21219,Trotcozy Secondary College,Johnson,Benedict,R100000195E,7,Numeracy,NC0:B0:C0:F0,P,,
21219,7,Writing,21219,Trotcozy Secondary College,Johnson,Benedict,R100000195E,7,Writing,,P,,
21219,7,Spelling,21219,Trotcozy Secondary College,Johnson,Benedict,R100000195E,7,Spelling,,A,,
21219,7,Reading,21219,Trotcozy Secondary College,Johnson,Benedict,R100000195E,7,Reading,A2:C0:B1,P,,
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Johnson,Benedict,R100000195E,7,Grammar and Punctuation,B0,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Young,Sharon,R100000044E,3,Grammar and Punctuation,C0,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Young,Sharon,R100000044E,3,Reading,A3:D0:C0,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Young,Sharon,R100000044E,3,Numeracy,CA0:D1:F0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Young,Sharon,R100000044E,3,Spelling,SA1:SB1:PD1,R,,
21217,5,Spelling,21217,Phyllostoma Combined College,Sims,Diane,R100000138E,5,Spelling,SA1:SB1:PB1,P,,
21217,5,Writing,21217,Phyllostoma Combined College,Sims,Diane,R100000138E,5,Writing,,P,,
21217,5,GrammarAndPunctuation,21217,Phyllostoma Combined College,Sims,Diane,R100000138E,5,Grammar and Punctuation,F0,P,,
21217,5,Reading,21217,Phyllostoma Combined College,Sims,Diane,R100000138E,5,Reading,A2:B0:F0,P,,
21217,5,Numeracy,21217,Phyllostoma Combined College,Sims,Diane,R100000138E,5,Numeracy,CA1:B0:F0,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Lee,Jannie,R100000030H,3,Grammar and Punctuation,F1,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Lee,Jannie,R100000030H,3,Reading,A3:B1:F0,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Lee,Jannie,R100000030H,3,Numeracy,A3:B1:E0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Lee,Jannie,R100000030H,3,Spelling,SA0:SD1:PD1,P,,
21220,9,Spelling,21220,Unturpentined Secondary College,Akbar,Alfredo,R100000215S,9,Spelling,SA0:SB1:PD1,P,,
21220,9,Writing,21220,Unturpentined Secondary College,Akbar,Alfredo,R100000215S,9,Writing,,P,,
21220,9,GrammarAndPunctuation,21220,Unturpentined Secondary College,Akbar,Alfredo,R100000215S,9,Grammar and Punctuation,F0,P,,
21220,9,Reading,21220,Unturpentined Secondary College,Akbar,Alfredo,R100000215S,9,Reading,A1:B1:F0,P,,
21220,9,Numeracy,21220,Unturpentined Secondary College,Akbar,Alfredo,R100000215S,9,Numeracy,CA0:B1:C0:E1,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Bloom,Mitchell,R100000211A,7,Numeracy,A0:D0:C0:F0,P,,
21220,7,Writing,21220,Unturpentined Secondary College,Bloom,Mitchell,R100000211A,7,Writing,,R,,
21220,7,Spelling,21220,Unturpentined Secondary College,Bloom,Mitchell,R100000211A,7,Spelling,SA0:SD0:PB0,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Bloom,Mitchell,R100000211A,7,Reading,A1:D1:C0,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Bloom,Mitchell,R100000211A,7,Grammar and Punctuation,C1,P,,
21212,5,Spelling,21212,Anticapital Primary College,Alvarado,Cordelia,R100000010G,5,Spelling,SA0:SB0:PB1,P,,
21212,5,Writing,21212,Anticapital Primary College,Alvarado,Cordelia,R100000010G,5,Writing,,P,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Alvarado,Cordelia,R100000010G,5,Grammar and Punctuation,F0,P,,
21212,5,Reading,21212,Anticapital Primary College,Alvarado,Cordelia,R100000010G,5,Reading,A3:D0:F0,P,,
21212,5,Numeracy,21212,Anticapital Primary College,Alvarado,Cordelia,R100000010G,5,Numeracy,CA0:D0:E0,P,,
21217,9,Spelling,21217,Phyllostoma Combined College,Johnson,Donte,R100000127M,9,Spelling,,A,,
21217,9,Writing,21217,Phyllostoma Combined College,Johnson,Donte,R100000127M,9,Writing,,P,,
21217,9,GrammarAndPunctuation,21217,Phyllostoma Combined College,Johnson,Donte,R100000127M,9,Grammar and Punctuation,E1,P,,
21217,9,Reading,21217,Phyllostoma Combined College,Johnson,Donte,R100000127M,9,Reading,A1:D1:E1,P,,
21217,9,Numeracy,21217,Phyllostoma Combined College,Johnson,Donte,R100000127M,9,Numeracy,NC1:D1:C0:F0,P,,
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Clemmer,Gladis,R100000002D,3,Grammar and Punctuation,,E,,
21212,3,Reading,21212,Anticapital Primary College,Clemmer,Gladis,R100000002D,3,Reading,A0:D0:C0,P,,
21212,3,Numeracy,21212,Anticapital Primary College,Clemmer,Gladis,R100000002D,3,Numeracy,A1:B0:E0,P,,
21212,3,Spelling,21212,Anticapital Primary College,Clemmer,Gladis,R100000002D,3,Spelling,SA1:SB1:PB0,P,,
21214,5,Spelling,21214,Iliac Primary College,Templeton,Tomeka,R100000074P,5,Spelling,SA0:SB1:PD1,P,,
21214,5,Writing,21214,Iliac Primary College,Templeton,Tomeka,R100000074P,5,Writing,,P,,
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Templeton,Tomeka,R100000074P,5,Grammar and Punctuation,F1,P,,
21214,5,Reading,21214,Iliac Primary College,Templeton,Tomeka,R100000074P,5,Reading,A2:B1:F0,P,,
21214,5,Numeracy,21214,Iliac Primary College,Templeton,Tomeka,R100000074P,5,Numeracy,CA1:B1:E1,P,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Mah,Ruth,R100000054H,3,Grammar and Punctuation,E0,S,,
21214,3,Reading,21214,Iliac Primary College,Mah,Ruth,R100000054H,3,Reading,A2:B1:E0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Mah,Ruth,R100000054H,3,Numeracy,CA1:B1:E0,P,,
21214,3,Spelling,21214,Iliac Primary College,Mah,Ruth,R100000054H,3,Spelling,SA0:SD0:PD0,P,,
21219,7,Numeracy,21219,Trotcozy Secondary College,Webb,Adriana,R100000175K,7,Numeracy,CA1:B1:C0:F0,P,,
21219,7,Writing,21219,Trotcozy Secondary College,Webb,Adriana,R100000175K,7,Writing,,P,,
21219,7,Spelling,21219,Trotcozy Secondary College,Webb,Adriana,R100000175K,7,Spelling,SA1:SD1:PB1,P,,
21219,7,Reading,21219,Trotcozy Secondary College,Webb,Adriana,R100000175K,7,Reading,A1:D1:C0,R,,
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Webb,Adriana,R100000175K,7,Grammar and Punctuation,C1,P,,
21212,5,Spelling,21212,Anticapital Primary College,Akbar,Hilda,R100000005G,5,Spelling,SA0:SB0:PB0,P,,
21212,5,Writing,21212,Anticapital Primary College,Akbar,Hilda,R100000005G,5,Writing,,P,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Akbar,Hilda,R100000005G,5,Grammar and Punctuation,C0,P,,
21212,5,Reading,21212,Anticapital Primary College,Akbar,Hilda,R100000005G,5,Reading,A0:B0:C0,P,,
21212,5,Numeracy,21212,Anticapital Primary College,Akbar,Hilda,R100000005G,5,Numeracy,NC0:D0:C0,P,,
21215,9,Spelling,21215,Isovalerate Combined College,Oates,Wilson,R100000099R,9,Spelling,SA1:SB1:PB1,P,,
21215,9,Writing,21215,Isovalerate Combined College,Oates,Wilson,R100000099R,9,Writing,,P,,
21215,9,GrammarAndPunctuation,21215,Isovalerate Combined College,Oates,Wilson,R100000099R,9,Grammar and Punctuation,G0,P,,
21215,9,Reading,21215,Isovalerate Combined College,Oates,Wilson,R100000099R,9,Reading,,W,,
21215,9,Numeracy,21215,Isovalerate Combined College,Oates,Wilson,R100000099R,9,Numeracy,CA1:D1:C0:F0,P,,
21215,9,Spelling,21215,Isovalerate Combined College,Dallas,Carolyn,R100000083D,9,Spelling,SA0:SD1:PD1,P,,
21215,9,Writing,21215,Isovalerate Combined College,Dallas,Carolyn,R100000083D,9,Writing,,P,,
21215,9,GrammarAndPunctuation,21215,Isovalerate Combined College,Dallas,Carolyn,R100000083D,9,Grammar and Punctuation,F0,P,,
21215,9,Reading,21215,Isovalerate Combined College,Dallas,Carolyn,R100000083D,9,Reading,A1:D0:F0,P,,
21215,9,Numeracy,21215,Isovalerate Combined College,Dallas,Carolyn,R100000083D,9,Numeracy,CA1:D0:E0:F0,P,,
21214,5,Spelling,21214,Iliac Primary College,Vasquez,Tracey,R100000060S,5,Spelling,SA1:SD0:PB1,P,,
21214,5,Writing,21214,Iliac Primary College,Vasquez,Tracey,R100000060S,5,Writing,,P,,
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Vasquez,Tracey,R100000060S,5,Grammar and Punctuation,F0,P,,
