School,YrLevel,Domain,ACARA ID,School Name,Family Name,Given Name,Student PSI,SRN,Year Level,Test Level,Test Domain,Domain Band,Raw Score,Scaled Score,Parallel Path,Participation
21213,5,Writing,21213,Hippocentaur Primary College,Barnes,Felipe,R100000036S,476393126,5,5,Writing,8,1.00,575.00,,P
21213,5,GrammarAndPunctuation,21213,Hippocentaur Primary College,Barnes,Felipe,R100000036S,476393126,5,5,Grammar and Punctuation,0,0.00,0.00,B0,P
21213,5,Reading,21213,Hippocentaur Primary College,Barnes,Felipe,R100000036S,476393126,5,5,Reading,7,35.00,541.67,A3:C0:B1,P
21213,5,Numeracy,21213,Hippocentaur Primary College,Barnes,Felipe,R100000036S,476393126,5,5,Numeracy,7,40.00,558.33,A2:B1:F0,P
21218,9,Spelling,21218,Redistrainer Secondary College,Rivera,Josefina,R100000153H,594802339,9,9,Spelling,,,,,C
21218,9,Writing,21218,Redistrainer Secondary College,Rivera,Josefina,R100000153H,594802339,9,9,Writing,,,,,S
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Rivera,Josefina,R100000153H,594802339,9,9,Grammar and Punctuation,8,15.00,595.00,E1,P
21218,9,Reading,21218,Redistrainer Secondary College,Rivera,Josefina,R100000153H,594802339,9,9,Reading,9,38.00,623.75,A1:B1:E0,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Rivera,Josefina,R100000153H,594802339,9,9,Numeracy,8,46.00,612.81,NC0:B1:C0:F0,P
21220,7,Numeracy,21220,Unturpentined Secondary College,Ivey,Leo,R100000220S,76122982,7,7,Numeracy,,,,CA1:B0:C0:F0,S
21220,7,Writing,21220,Unturpentined Secondary College,Ivey,Leo,R100000220S,76122982,7,7,Writing,9,1.00,625.00,,P
21220,7,Spelling,21220,Unturpentined Secondary College,Ivey,Leo,R100000220S,76122982,7,7,Spelling,7,16.00,571.00,SA0:SB1:PD1,P
21220,7,Reading,21220,Unturpentined Secondary College,Ivey,Leo,R100000220S,76122982,7,7,Reading,,,,,W
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Ivey,Leo,R100000220S,76122982,7,7,Grammar and Punctuation,0,0.0,0.0,G0,R
21217,9,Spelling,21217,Phyllostoma Combined College,Taylor,Harrison,R100000131A,933615096,9,9,Spelling,9,19.00,619.00,SA1:SD0:PB1,P
21217,9,Writing,21217,Phyllostoma Combined College,Taylor,Harrison,R100000131A,933615096,9,9,Writing,10,1.00,655.00,,P
21217,9,GrammarAndPunctuation,21217,Phyllostoma Combined College,Taylor,Harrison,R100000131A,933615096,9,9,Grammar and Punctuation,0,0.00,0.00,G0,P
21217,9,Reading,21217,Phyllostoma Combined College,Taylor,Harrison,R100000131A,933615096,9,9,Reading,,,,,E
21217,9,Numeracy,21217,Phyllostoma Combined College,Taylor,Harrison,R100000131A,933615096,9,9,Numeracy,8,47.00,615.16,CA1:D0:C0:E0,P
21218,9,Spelling,21218,Redistrainer Secondary College,Lewis,Irma,R100000167H,635834741,9,9,Spelling,9,21.00,631.00,SA0:SB1:PB1,P
21218,9,Writing,21218,Redistrainer Secondary College,Lewis,Irma,R100000167H,635834741,9,9,Writing,10,1.00,655.00,,P
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Lewis,Irma,R100000167H,635834741,9,9,Grammar and Punctuation,8,16.00,601.00,E1,P
21218,9,Reading,21218,Redistrainer Secondary College,Lewis,Irma,R100000167H,635834741,9,9,Reading,8,34.00,611.25,A0:B1:E1,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Lewis,Irma,R100000167H,635834741,9,9,Numeracy,8,34.00,611.25,A3:B1:C0:E1,P
21218,7,Numeracy,21218,Redistrainer Secondary College,Fitts,Louie,R100000158D,884015462,7,7,Numeracy,7,43.00,575.78,CA1:B0:C0:E0,P
21218,7,Writing,21218,Redistrainer Secondary College,Fitts,Louie,R100000158D,884015462,7,7,Writing,5,0.00,475.00,,P
21218,7,Spelling,21218,Redistrainer Secondary College,Fitts,Louie,R100000158D,884015462,7,7,Spelling,7,15.00,565.00,SA0:SD1:PB0,P
21218,7,Reading,21218,Redistrainer Secondary College,Fitts,Louie,R100000158D,884015462,7,7,Reading,7,30.00,568.75,A3:D0:F0,P
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Fitts,Louie,R100000158D,884015462,7,7,Grammar and Punctuation,7,14.00,559.00,F1,P
21217,7,Numeracy,21217,Phyllostoma Combined College,Warren,Allison,R100000139D,58516237,7,7,Numeracy,7,42.00,573.44,NC0:D1:C0:F0,P
21217,7,Writing,21217,Phyllostoma Combined College,Warren,Allison,R100000139D,58516237,7,7,Writing,5,0.00,475.00,,P
21217,7,Spelling,21217,Phyllostoma Combined College,Warren,Allison,R100000139D,58516237,7,7,Spelling,7,16.00,571.00,SA0:SB0:PD1,P
21217,7,Reading,21217,Phyllostoma Combined College,Warren,Allison,R100000139D,58516237,7,7,Reading,7,28.00,562.50,A1:B0:F0,P
21217,7,GrammarAndPunctuation,21217,Phyllostoma Combined College,Warren,Allison,R100000139D,58516237,7,7,Grammar and Punctuation,7,17.00,577.00,F1,P
21221,5,Spelling,21221,Wishram Combined College,Collins,Randal,R100000246G,184642155,5,5,Spelling,6,18.00,533.00,SA0:SB0:PD0,P
21221,5,Writing,21221,Wishram Combined College,Collins,Randal,R100000246G,184642155,5,5,Writing,4,0.00,425.00,,P
21221,5,GrammarAndPunctuation,21221,Wishram Combined College,Collins,Randal,R100000246G,184642155,5,5,Grammar and Punctuation,6,17.00,527.00,F1,P
21221,5,Reading,21221,Wishram Combined College,Collins,Randal,R100000246G,184642155,5,5,Reading,6,31.00,528.33,A0:D0:F0,P
21221,5,Numeracy,21221,Wishram Combined College,Collins,Randal,R100000246G,184642155,5,5,Numeracy,6,31.00,528.33,CA0:B1:E1,P
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Wilcox,Delores,R100000143E,607167295,3,3,Grammar and Punctuation,,,,,A
21217,3,Reading,21217,Phyllostoma Combined College,Wilcox,Delores,R100000143E,607167295,3,3,Reading,5,24.00,407.31,A2:D0:C0,P
21217,3,Numeracy,21217,Phyllostoma Combined College,Wilcox,Delores,R100000143E,607167295,3,3,Numeracy,5,28.00,422.69,A3:D0:E0,P
21217,3,Spelling,21217,Phyllostoma Combined College,Wilcox,Delores,R100000143E,607167295,3,3,Spelling,5,18.00,423.00,SA1:SD1:PD0,P
21219,7,Numeracy,21219,Trotcozy Secondary College,Mork,Preston,R100000178S,921262205,7,7,Numeracy,8,40.00,600.00,A0:D0:C0:E1,P
21219,7,Writing,21219,Trotcozy Secondary College,Mork,Preston,R100000178S,921262205,7,7,Writing,9,1.00,625.00,,P
21219,7,Spelling,21219,Trotcozy Secondary College,Mork,Preston,R100000178S,921262205,7,7,Spelling,8,19.00,589.00,SA0:SB1:PB1,P
21219,7,Reading,21219,Trotcozy Secondary College,Mork,Preston,R100000178S,921262205,7,7,Reading,7,32.00,575.00,A1:D1:C0,P
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Mork,Preston,R100000178S,921262205,7,7,Grammar and Punctuation,7,18.00,583.00,C1,P
21221,3,GrammarAndPunctuation,21221,Wishram Combined College,Brandl,Kate,R100000225A,954343075,3,3,Grammar and Punctuation,5,18.00,423.00,F1,P
21221,3,Reading,21221,Wishram Combined College,Brandl,Kate,R100000225A,954343075,3,3,Reading,5,25.00,411.15,A3:D0:F0,P
21221,3,Numeracy,21221,Wishram Combined College,Brandl,Kate,R100000225A,954343075,3,3,Numeracy,6,30.00,430.38,CA1:D0:E1,P
21221,3,Spelling,21221,Wishram Combined College,Brandl,Kate,R100000225A,954343075,3,3,Spelling,5,18.00,423.00,SA0:SD0:PD0,P
21216,3,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Frederick,Jamie,R100000112A,874961867,3,3,Grammar and Punctuation,6,19.00,429.00,E0,P
21216,3,Reading,21216,Ophthalmoplegia Combined College,Frederick,Jamie,R100000112A,874961867,3,3,Reading,5,23.00,403.46,A2:D1:E1,P
21216,3,Numeracy,21216,Ophthalmoplegia Combined College,Frederick,Jamie,R100000112A,874961867,3,3,Numeracy,5,25.00,411.15,NC0:D1:F0,P
21216,3,Spelling,21216,Ophthalmoplegia Combined College,Frederick,Jamie,R100000112A,874961867,3,3,Spelling,,,,,W
21217,7,Numeracy,21217,Phyllostoma Combined College,Valverde,Phyllis,R100000137K,747785155,7,7,Numeracy,7,45.00,580.47,CA1:B1:C0:E1,P
21217,7,Writing,21217,Phyllostoma Combined College,Valverde,Phyllis,R100000137K,747785155,7,7,Writing,5,0.00,475.00,,P
21217,7,Spelling,21217,Phyllostoma Combined College,Valverde,Phyllis,R100000137K,747785155,7,7,Spelling,8,20.00,595.00,SA0:SB1:PB0,P
21217,7,Reading,21217,Phyllostoma Combined College,Valverde,Phyllis,R100000137K,747785155,7,7,Reading,7,33.00,578.12,A0:D1:E1,P
21217,7,GrammarAndPunctuation,21217,Phyllostoma Combined College,Valverde,Phyllis,R100000137K,747785155,7,7,Grammar and Punctuation,8,21.00,601.00,E1,P
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Taylor,Miranda,R100000026P,997556953,3,3,Grammar and Punctuation,0,0.00,0.00,B0,P
21213,3,Reading,21213,Hippocentaur Primary College,Taylor,Miranda,R100000026P,997556953,3,3,Reading,5,28.00,422.69,A2:C0:B1,P
21213,3,Numeracy,21213,Hippocentaur Primary College,Taylor,Miranda,R100000026P,997556953,3,3,Numeracy,5,25.00,411.15,A0:B1:C0,P
21213,3,Spelling,21213,Hippocentaur Primary College,Taylor,Miranda,R100000026P,997556953,3,3,Spelling,6,20.00,435.00,SA1:SB1:PB1,P
21218,9,Spelling,21218,Redistrainer Secondary College,Williams,Eunice,R100000173P,234302325,9,9,Spelling,8,17.00,607.00,SA0:SD1:PD1,P
21218,9,Writing,21218,Redistrainer Secondary College,Williams,Eunice,R100000173P,234302325,9,9,Writing,10,1.00,655.00,,P
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Williams,Eunice,R100000173P,234302325,9,9,Grammar and Punctuation,8,18.00,613.00,E0,P
21218,9,Reading,21218,Redistrainer Secondary College,Williams,Eunice,R100000173P,234302325,9,9,Reading,8,32.00,605.00,A2:D1:E1,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Williams,Eunice,R100000173P,234302325,9,9,Numeracy,,,,A0:B1:C0:F0,S
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Bailey,Charlie,R100000119E,107747224,7,7,Numeracy,7,43.00,575.78,CA1:D0:E1:F0,P
21216,7,Writing,21216,Ophthalmoplegia Combined College,Bailey,Charlie,R100000119E,107747224,7,7,Writing,5,0.00,475.00,,P
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Bailey,Charlie,R100000119E,107747224,7,7,Spelling,8,21.00,601.00,SA1:SB0:PD0,P
21216,7,Reading,21216,Ophthalmoplegia Combined College,Bailey,Charlie,R100000119E,107747224,7,7,Reading,7,30.00,568.75,A3:D1:C0,P
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Bailey,Charlie,R100000119E,107747224,7,7,Grammar and Punctuation,6,11.00,541.00,C0,P
21215,9,Spelling,21215,Isovalerate Combined College,Ventimiglia,Karl,R100000085M,208130465,9,9,Spelling,9,20.00,625.00,SA0:SD1:PB0,P
21215,9,Writing,21215,Isovalerate Combined College,Ventimiglia,Karl,R100000085M,208130465,9,9,Writing,6,0.00,505.00,,P
21215,9,GrammarAndPunctuation,21215,Isovalerate Combined College,Ventimiglia,Karl,R100000085M,208130465,9,9,Grammar and Punctuation,9,21.00,631.00,C0,P
21215,9,Reading,21215,Isovalerate Combined College,Ventimiglia,Karl,R100000085M,208130465,9,9,Reading,8,35.00,614.38,A2:B1:C0,P
21215,9,Numeracy,21215,Isovalerate Combined College,Ventimiglia,Karl,R100000085M,208130465,9,9,Numeracy,8,45.00,610.47,CA1:B0:E0:F0,P
21213,5,Spelling,21213,Hippocentaur Primary College,Perkins,Louie,R100000049H,745864299,5,5,Spelling,6,14.00,509.00,SA0:SB0:PD1,P
21213,5,Writing,21213,Hippocentaur Primary College,Perkins,Louie,R100000049H,745864299,5,5,Writing,8,1.00,575.00,,P
21213,5,GrammarAndPunctuation,21213,Hippocentaur Primary College,Perkins,Louie,R100000049H,745864299,5,5,Grammar and Punctuation,0,0.00,0.00,B0,P
21213,5,Reading,21213,Hippocentaur Primary College,Perkins,Louie,R100000049H,745864299,5,5,Reading,6,32.00,531.67,A0:C0:B1,P
21213,5,Numeracy,21213,Hippocentaur Primary College,Perkins,Louie,R100000049H,745864299,5,5,Numeracy,,,,,E
21214,5,Spelling,21214,Iliac Primary College,Gordon,Ashley,R100000065A,971054274,5,5,Spelling,,,,,X
21214,5,Writing,21214,Iliac Primary College,Gordon,Ashley,R100000065A,971054274,5,5,Writing,,,,,X
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Gordon,Ashley,R100000065A,971054274,5,5,Grammar and Punctuation,6,13.00,503.00,E0,P
21214,5,Reading,21214,Iliac Primary College,Gordon,Ashley,R100000065A,971054274,5,5,Reading,6,31.00,528.33,A3:B0:E0,P
21214,5,Numeracy,21214,Iliac Primary College,Gordon,Ashley,R100000065A,971054274,5,5,Numeracy,6,31.00,528.33,NC0:B1:E1,P
21218,9,Spelling,21218,Redistrainer Secondary College,Dye,Rex,R100000161K,964692628,9,9,Spelling,8,16.00,601.00,SA0:SD0:PB1,P
21218,9,Writing,21218,Redistrainer Secondary College,Dye,Rex,R100000161K,964692628,9,9,Writing,10,1.00,655.00,,P
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Dye,Rex,R100000161K,964692628,9,9,Grammar and Punctuation,8,16.00,601.00,C1,P
21218,9,Reading,21218,Redistrainer Secondary College,Dye,Rex,R100000161K,964692628,9,9,Reading,8,31.00,601.88,A3:B0:C0,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Dye,Rex,R100000161K,964692628,9,9,Numeracy,8,41.00,601.09,NC0:B1:E0:F0,P
21220,9,Spelling,21220,Unturpentined Secondary College,Plyler,Charity,R100000213G,499366569,9,9,Spelling,9,20.00,625.00,SA1:SD1:PD1,P
21220,9,Writing,21220,Unturpentined Secondary College,Plyler,Charity,R100000213G,499366569,9,9,Writing,10,1.00,655.00,,P
21220,9,GrammarAndPunctuation,21220,Unturpentined Secondary College,Plyler,Charity,R100000213G,499366569,9,9,Grammar and Punctuation,8,15.00,595.00,E1,P
21220,9,Reading,21220,Unturpentined Secondary College,Plyler,Charity,R100000213G,499366569,9,9,Reading,8,35.00,614.38,A1:D0:E0,P
21220,9,Numeracy,21220,Unturpentined Secondary College,Plyler,Charity,R100000213G,499366569,9,9,Numeracy,8,40.00,598.75,CA0:B1:C0:E0,P
21220,9,Spelling,21220,Unturpentined Secondary College,Cooley,Tony,R100000204E,207247806,9,9,Spelling,9,21.00,631.00,SA1:SD1:PB1,P
21220,9,Writing,21220,Unturpentined Secondary College,Cooley,Tony,R100000204E,207247806,9,9,Writing,10,1.00,655.00,,P
21220,9,GrammarAndPunctuation,21220,Unturpentined Secondary College,Cooley,Tony,R100000204E,207247806,9,9,Grammar and Punctuation,9,19.00,619.00,C1,P
21220,9,Reading,21220,Unturpentined Secondary College,Cooley,Tony,R100000204E,207247806,9,9,Reading,9,39.00,626.88,A3:D0:C0,P
21220,9,Numeracy,21220,Unturpentined Secondary College,Cooley,Tony,R100000204E,207247806,9,9,Numeracy,9,50.00,622.19,NC0:B1:C0:F0,P
21216,5,Spelling,21216,Ophthalmoplegia Combined College,Story,Julia,R100000122R,192085491,5,5,Spelling,,,,SA0:SB1:PB0,S
21216,5,Writing,21216,Ophthalmoplegia Combined College,Story,Julia,R100000122R,192085491,5,5,Writing,4,0.00,425.00,,P
21216,5,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Story,Julia,R100000122R,192085491,5,5,Grammar and Punctuation,0,0.0,0.0,C0,R
21216,5,Reading,21216,Ophthalmoplegia Combined College,Story,Julia,R100000122R,192085491,5,5,Reading,7,36.00,545.00,A1:B1:C0,P
21216,5,Numeracy,21216,Ophthalmoplegia Combined College,Story,Julia,R100000122R,192085491,5,5,Numeracy,7,36.00,545.00,NC0:D1:E0,P
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Israel,Geri,R100000031P,936770252,3,3,Grammar and Punctuation,6,20.00,435.00,C1,P
21213,3,Reading,21213,Hippocentaur Primary College,Israel,Geri,R100000031P,936770252,3,3,Reading,5,25.00,411.15,A3:B0:C0,P
21213,3,Numeracy,21213,Hippocentaur Primary College,Israel,Geri,R100000031P,936770252,3,3,Numeracy,5,29.00,426.54,A3:B0:F0,P
21213,3,Spelling,21213,Hippocentaur Primary College,Israel,Geri,R100000031P,936770252,3,3,Spelling,,,,,X
21215,3,GrammarAndPunctuation,21215,Isovalerate Combined College,Buchanan,Su,R100000091G,184725944,3,3,Grammar and Punctuation,,,,,C
21215,3,Reading,21215,Isovalerate Combined College,Buchanan,Su,R100000091G,184725944,3,3,Reading,5,27.00,418.85,A3:D0:F0,P
21215,3,Numeracy,21215,Isovalerate Combined College,Buchanan,Su,R100000091G,184725944,3,3,Numeracy,5,23.00,403.46,A2:D0:E0,P
21215,3,Spelling,21215,Isovalerate Combined College,Buchanan,Su,R100000091G,184725944,3,3,Spelling,6,21.00,441.00,SA0:SB1:PD0,P
21220,7,Numeracy,21220,Unturpentined Secondary College,Guzman,Richard,R100000212M,154543294,7,7,Numeracy,7,45.00,580.47,NC0:D1:C0:E0,P
21220,7,Writing,21220,Unturpentined Secondary College,Guzman,Richard,R100000212M,154543294,7,7,Writing,5,0.00,475.00,,P
21220,7,Spelling,21220,Unturpentined Secondary College,Guzman,Richard,R100000212M,154543294,7,7,Spelling,7,17.00,577.00,SA1:SD1:PD1,P
21220,7,Reading,21220,Unturpentined Secondary College,Guzman,Richard,R100000212M,154543294,7,7,Reading,7,33.00,578.12,A3:D0:C0,P
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Guzman,Richard,R100000212M,154543294,7,7,Grammar and Punctuation,7,17.00,577.00,C0,P
21215,9,Spelling,21215,Isovalerate Combined College,Coward,John,R100000095K,798199675,9,9,Spelling,0,0.0,0.0,SA1:SB1:PD1,R
21215,9,Writing,21215,Isovalerate Combined College,Coward,John,R100000095K,798199675,9,9,Writing,10,1.00,655.00,,P
21215,9,GrammarAndPunctuation,21215,Isovalerate Combined College,Coward,John,R100000095K,798199675,9,9,Grammar and Punctuation,9,19.00,619.00,F1,P
21215,9,Reading,21215,Isovalerate Combined College,Coward,John,R100000095K,798199675,9,9,Reading,9,37.00,620.62,A1:B1:F0,P
21215,9,Numeracy,21215,Isovalerate Combined College,Coward,John,R100000095K,798199675,9,9,Numeracy,,,,,E
21219,7,Numeracy,21219,Trotcozy Secondary College,Cooper,Eleanor,R100000187P,588637840,7,7,Numeracy,7,45.00,580.47,CA1:B0:E1:F0,P
21219,7,Writing,21219,Trotcozy Secondary College,Cooper,Eleanor,R100000187P,588637840,7,7,Writing,,,,,A
21219,7,Spelling,21219,Trotcozy Secondary College,Cooper,Eleanor,R100000187P,588637840,7,7,Spelling,7,17.00,577.00,SA1:SD1:PB0,P
21219,7,Reading,21219,Trotcozy Secondary College,Cooper,Eleanor,R100000187P,588637840,7,7,Reading,7,32.00,575.00,A0:D1:C0,P
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Cooper,Eleanor,R100000187P,588637840,7,7,Grammar and Punctuation,7,18.00,583.00,C0,P
21214,5,Spelling,21214,Iliac Primary College,Ebner,Rita,R100000073H,901431343,5,5,Spelling,7,20.00,545.00,SA1:SB0:PB1,P
21214,5,Writing,21214,Iliac Primary College,Ebner,Rita,R100000073H,901431343,5,5,Writing,4,0.00,425.00,,P
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Ebner,Rita,R100000073H,901431343,5,5,Grammar and Punctuation,6,18.00,533.00,F0,P
21214,5,Reading,21214,Iliac Primary College,Ebner,Rita,R100000073H,901431343,5,5,Reading,6,31.00,528.33,A0:D0:F0,P
21214,5,Numeracy,21214,Iliac Primary College,Ebner,Rita,R100000073H,901431343,5,5,Numeracy,7,35.00,541.67,NC1:D1:C0,P
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Howton,Kym,R100000045P,297620849,3,3,Grammar and Punctuation,5,17.00,417.00,C0,P
21213,3,Reading,21213,Hippocentaur Primary College,Howton,Kym,R100000045P,297620849,3,3,Reading,6,32.00,438.08,A3:B1:C0,P
21213,3,Numeracy,21213,Hippocentaur Primary College,Howton,Kym,R100000045P,297620849,3,3,Numeracy,5,28.00,422.69,A2:B1:F0,P
21213,3,Spelling,21213,Hippocentaur Primary College,Howton,Kym,R100000045P,297620849,3,3,Spelling,5,17.00,417.00,SA1:SD1:PB1,P
21212,5,Spelling,21212,Anticapital Primary College,Howell,Dominique,R100000014M,439073665,5,5,Spelling,6,18.00,533.00,SA0:SD1:PB0,P
21212,5,Writing,21212,Anticapital Primary College,Howell,Dominique,R100000014M,439073665,5,5,Writing,,,,,S
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Howell,Dominique,R100000014M,439073665,5,5,Grammar and Punctuation,0,0.00,0.00,B0,P
21212,5,Reading,21212,Anticapital Primary College,Howell,Dominique,R100000014M,439073665,5,5,Reading,6,29.00,521.67,A1:C0:B0,P
21212,5,Numeracy,21212,Anticapital Primary College,Howell,Dominique,R100000014M,439073665,5,5,Numeracy,,,,,E
21221,7,Numeracy,21221,Wishram Combined College,Christiansen,Alonzo,R100000242E,863957213,7,7,Numeracy,7,43.00,575.78,NC1:B1:C0:F0,P
21221,7,Writing,21221,Wishram Combined College,Christiansen,Alonzo,R100000242E,863957213,7,7,Writing,,,,,E
21221,7,Spelling,21221,Wishram Combined College,Christiansen,Alonzo,R100000242E,863957213,7,7,Spelling,7,15.00,565.00,SA1:SD1:PD1,P
21221,7,Reading,21221,Wishram Combined College,Christiansen,Alonzo,R100000242E,863957213,7,7,Reading,7,29.00,565.62,A2:B0:C0,P
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Christiansen,Alonzo,R100000242E,863957213,7,7,Grammar and Punctuation,,,,,A
21221,3,GrammarAndPunctuation,21221,Wishram Combined College,Nagel,Shellie,R100000239S,319048887,3,3,Grammar and Punctuation,5,15.00,405.00,E1,P
21221,3,Reading,21221,Wishram Combined College,Nagel,Shellie,R100000239S,319048887,3,3,Reading,5,27.00,418.85,A1:D0:E0,P
21221,3,Numeracy,21221,Wishram Combined College,Nagel,Shellie,R100000239S,319048887,3,3,Numeracy,5,25.00,411.15,CA1:B0:E0,P
21221,3,Spelling,21221,Wishram Combined College,Nagel,Shellie,R100000239S,319048887,3,3,Spelling,6,21.00,441.00,SA0:SB0:PB0,P
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Ventimiglia,Laurene,R100000067G,70232588,3,3,Grammar and Punctuation,0,0.00,0.00,B0,P
21214,3,Reading,21214,Iliac Primary College,Ventimiglia,Laurene,R100000067G,70232588,3,3,Reading,5,27.00,418.85,A1:C0:B0,P
21214,3,Numeracy,21214,Iliac Primary College,Ventimiglia,Laurene,R100000067G,70232588,3,3,Numeracy,5,26.00,415.00,NC1:D1:F0,P
21214,3,Spelling,21214,Iliac Primary College,Ventimiglia,Laurene,R100000067G,70232588,3,3,Spelling,,,,,W
21215,5,Spelling,21215,Isovalerate Combined College,Connelly,Beatrice,R100000082E,747044761,5,5,Spelling,6,13.00,503.00,SA1:SD1:PB1,P
21215,5,Writing,21215,Isovalerate Combined College,Connelly,Beatrice,R100000082E,747044761,5,5,Writing,0,0.0,0.0,,R
21215,5,GrammarAndPunctuation,21215,Isovalerate Combined College,Connelly,Beatrice,R100000082E,747044761,5,5,Grammar and Punctuation,6,16.00,521.00,C1,P
21215,5,Reading,21215,Isovalerate Combined College,Connelly,Beatrice,R100000082E,747044761,5,5,Reading,6,30.00,525.00,A3:D0:C0,P
21215,5,Numeracy,21215,Isovalerate Combined College,Connelly,Beatrice,R100000082E,747044761,5,5,Numeracy,7,35.00,541.67,A1:D1:C0,P
21220,7,Numeracy,21220,Unturpentined Secondary College,Horton,Rex,R100000216R,668085738,7,7,Numeracy,7,35.00,584.38,A2:B0:C0:F0,P
21220,7,Writing,21220,Unturpentined Secondary College,Horton,Rex,R100000216R,668085738,7,7,Writing,9,1.00,625.00,,P
21220,7,Spelling,21220,Unturpentined Secondary College,Horton,Rex,R100000216R,668085738,7,7,Spelling,7,17.00,577.00,SA0:SB0:PB1,P
21220,7,Reading,21220,Unturpentined Secondary College,Horton,Rex,R100000216R,668085738,7,7,Reading,7,32.00,575.00,A2:D1:E1,P
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Horton,Rex,R100000216R,668085738,7,7,Grammar and Punctuation,7,15.00,565.00,E0,P
21218,7,Numeracy,21218,Redistrainer Secondary College,Allen,Claude,R100000169A,297514420,7,7,Numeracy,7,41.00,571.09,NC1:D0:C0:E1,P
21218,7,Writing,21218,Redistrainer Secondary College,Allen,Claude,R100000169A,297514420,7,7,Writing,9,1.00,625.00,,P
21218,7,Spelling,21218,Redistrainer Secondary College,Allen,Claude,R100000169A,297514420,7,7,Spelling,,,,,X
21218,7,Reading,21218,Redistrainer Secondary College,Allen,Claude,R100000169A,297514420,7,7,Reading,,,,,W
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Allen,Claude,R100000169A,297514420,7,7,Grammar and Punctuation,0,0.00,0.00,G0,P
21218,9,Spelling,21218,Redistrainer Secondary College,Lloyd,Judi,R100000151M,549297543,9,9,Spelling,,,,,X
21218,9,Writing,21218,Redistrainer Secondary College,Lloyd,Judi,R100000151M,549297543,9,9,Writing,10,1.00,655.00,,P
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Lloyd,Judi,R100000151M,549297543,9,9,Grammar and Punctuation,8,13.00,583.00,C0,P
21218,9,Reading,21218,Redistrainer Secondary College,Lloyd,Judi,R100000151M,549297543,9,9,Reading,9,37.00,620.62,A2:B1:C0,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Lloyd,Judi,R100000151M,549297543,9,9,Numeracy,,,,CA0:D0:C0:F0,S
21218,9,Spelling,21218,Redistrainer Secondary College,Hadley,Manuel,R100000174A,804320309,9,9,Spelling,9,19.00,619.00,SA0:SB1:PB0,P
21218,9,Writing,21218,Redistrainer Secondary College,Hadley,Manuel,R100000174A,804320309,9,9,Writing,10,1.00,655.00,,P
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Hadley,Manuel,R100000174A,804320309,9,9,Grammar and Punctuation,8,17.00,607.00,C0,P
21218,9,Reading,21218,Redistrainer Secondary College,Hadley,Manuel,R100000174A,804320309,9,9,Reading,9,36.00,617.50,A3:D0:C0,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Hadley,Manuel,R100000174A,804320309,9,9,Numeracy,8,33.00,608.12,A1:B1:E1:F0,P
21212,5,Spelling,21212,Anticapital Primary College,Buck,Wilton,R100000015E,600949416,5,5,Spelling,7,21.00,551.00,SA1:SD0:PB0,P
21212,5,Writing,21212,Anticapital Primary College,Buck,Wilton,R100000015E,600949416,5,5,Writing,8,1.00,575.00,,P
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Buck,Wilton,R100000015E,600949416,5,5,Grammar and Punctuation,0,0.00,0.00,G0,P
21212,5,Reading,21212,Anticapital Primary College,Buck,Wilton,R100000015E,600949416,5,5,Reading,,,,,X
21212,5,Numeracy,21212,Anticapital Primary College,Buck,Wilton,R100000015E,600949416,5,5,Numeracy,6,33.00,535.00,A0:B1:E0,P
